,name,exchange,symbol,year,Name,Market Cap,Sector,Industry,Country
52822,NASDAQ_ANDE_2021.pdf,NASDAQ,ANDE,2021,Andersons Inc. (The) Common Stock,1629612920.0,Industrials,Farming/Seeds/Milling,United States
52886,NASDAQ_ANGI_2017.pdf,NASDAQ,ANGI,2017,Angi Inc. Class A Common Stock,1943414288.0,Technology,EDP Services,United States
52960,NASDAQ_ANGI_2018.pdf,NASDAQ,ANGI,2018,Angi Inc. Class A Common Stock,1943414288.0,Technology,EDP Services,United States
53050,NASDAQ_ANGI_2019.pdf,NASDAQ,ANGI,2019,Angi Inc. Class A Common Stock,1943414288.0,Technology,EDP Services,United States
53135,NASDAQ_ANGO_2017.pdf,NASDAQ,ANGO,2017,AngioDynamics Inc. Common Stock,342926328.0,Health Care,Medical/Dental Instruments,United States
53205,NASDAQ_ANGO_2018.pdf,NASDAQ,ANGO,2018,AngioDynamics Inc. Common Stock,342926328.0,Health Care,Medical/Dental Instruments,United States
53294,NASDAQ_ANGO_2019.pdf,NASDAQ,ANGO,2019,AngioDynamics Inc. Common Stock,342926328.0,Health Care,Medical/Dental Instruments,United States
53371,NASDAQ_ANGO_2020.pdf,NASDAQ,ANGO,2020,AngioDynamics Inc. Common Stock,342926328.0,Health Care,Medical/Dental Instruments,United States
53461,NASDAQ_ANIK_2019.pdf,NASDAQ,ANIK,2019,Anika Therapeutics Inc. Common Stock,372407560.0,Health Care,Medical/Dental Instruments,United States
53521,NASDAQ_ANIK_2020.pdf,NASDAQ,ANIK,2020,Anika Therapeutics Inc. Common Stock,372407560.0,Health Care,Medical/Dental Instruments,United States
53593,NASDAQ_ANIK_2021.pdf,NASDAQ,ANIK,2021,Anika Therapeutics Inc. Common Stock,372407560.0,Health Care,Medical/Dental Instruments,United States
53603,NASDAQ_ANIK_2022.pdf,NASDAQ,ANIK,2022,Anika Therapeutics Inc. Common Stock,372407560.0,Health Care,Medical/Dental Instruments,United States
53683,NASDAQ_ANIP_2019.pdf,NASDAQ,ANIP,2019,ANI Pharmaceuticals Inc.,1042692579.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
53826,NASDAQ_ANIP_2020.pdf,NASDAQ,ANIP,2020,ANI Pharmaceuticals Inc.,1042692579.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
53926,NASDAQ_ANIP_2021.pdf,NASDAQ,ANIP,2021,ANI Pharmaceuticals Inc.,1042692579.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
54103,NASDAQ_ANIP_2022.pdf,NASDAQ,ANIP,2022,ANI Pharmaceuticals Inc.,1042692579.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
54200,NASDAQ_ANIX_2019.pdf,NASDAQ,ANIX,2019,Anixa Biosciences Inc. Common Stock,112566520.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
54280,NASDAQ_ANIX_2020.pdf,NASDAQ,ANIX,2020,Anixa Biosciences Inc. Common Stock,112566520.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
54374,NASDAQ_ANIX_2021.pdf,NASDAQ,ANIX,2021,Anixa Biosciences Inc. Common Stock,112566520.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
54429,NASDAQ_ANIX_2022.pdf,NASDAQ,ANIX,2022,Anixa Biosciences Inc. Common Stock,112566520.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
54478,NASDAQ_ANPC_2019.pdf,NASDAQ,ANPC,2019,,,NoInfo,NoInfo,NoInfo
54643,NASDAQ_ANPC_2020.pdf,NASDAQ,ANPC,2020,,,NoInfo,NoInfo,NoInfo
54839,NASDAQ_ANPC_2021.pdf,NASDAQ,ANPC,2021,,,NoInfo,NoInfo,NoInfo
54997,NASDAQ_ANSS_2019.pdf,NASDAQ,ANSS,2019,ANSYS Inc. Common Stock,29508185589.0,Technology,Computer Software: Prepackaged Software,United States
55065,NASDAQ_ANSS_2020.pdf,NASDAQ,ANSS,2020,ANSYS Inc. Common Stock,29508185589.0,Technology,Computer Software: Prepackaged Software,United States
55135,NASDAQ_ANSS_2021.pdf,NASDAQ,ANSS,2021,ANSYS Inc. Common Stock,29508185589.0,Technology,Computer Software: Prepackaged Software,United States
55200,NASDAQ_ANSS_2022.pdf,NASDAQ,ANSS,2022,ANSYS Inc. Common Stock,29508185589.0,Technology,Computer Software: Prepackaged Software,United States
55267,NASDAQ_ANTE_2014.pdf,NASDAQ,ANTE,2014,AirNet Technology Inc. American Depositary Shares,12165662.0,Consumer Discretionary,Advertising,China
55408,NASDAQ_ANTE_2015.pdf,NASDAQ,ANTE,2015,AirNet Technology Inc. American Depositary Shares,12165662.0,Consumer Discretionary,Advertising,China
55602,NASDAQ_ANTE_2016.pdf,NASDAQ,ANTE,2016,AirNet Technology Inc. American Depositary Shares,12165662.0,Consumer Discretionary,Advertising,China
55753,NASDAQ_ANTE_2017.pdf,NASDAQ,ANTE,2017,AirNet Technology Inc. American Depositary Shares,12165662.0,Consumer Discretionary,Advertising,China
55891,NASDAQ_ANTE_2018.pdf,NASDAQ,ANTE,2018,AirNet Technology Inc. American Depositary Shares,12165662.0,Consumer Discretionary,Advertising,China
56020,NASDAQ_AOSL_2017.pdf,NASDAQ,AOSL,2017,Alpha and Omega Semiconductor Limited Common Shares,859573556.0,Technology,Semiconductors,Bermuda
56099,NASDAQ_AOSL_2018.pdf,NASDAQ,AOSL,2018,Alpha and Omega Semiconductor Limited Common Shares,859573556.0,Technology,Semiconductors,Bermuda
56208,NASDAQ_AOSL_2019.pdf,NASDAQ,AOSL,2019,Alpha and Omega Semiconductor Limited Common Shares,859573556.0,Technology,Semiconductors,Bermuda
56291,NASDAQ_AOSL_2020.pdf,NASDAQ,AOSL,2020,Alpha and Omega Semiconductor Limited Common Shares,859573556.0,Technology,Semiconductors,Bermuda
56385,NASDAQ_AOSL_2021.pdf,NASDAQ,AOSL,2021,Alpha and Omega Semiconductor Limited Common Shares,859573556.0,Technology,Semiconductors,Bermuda
56495,NASDAQ_APDN_2019.pdf,NASDAQ,APDN,2019,Applied DNA Sciences Inc. Common Stock,18201013.0,Consumer Discretionary,Other Consumer Services,United States
56581,NASDAQ_APDN_2020.pdf,NASDAQ,APDN,2020,Applied DNA Sciences Inc. Common Stock,18201013.0,Consumer Discretionary,Other Consumer Services,United States
56673,NASDAQ_APDN_2021.pdf,NASDAQ,APDN,2021,Applied DNA Sciences Inc. Common Stock,18201013.0,Consumer Discretionary,Other Consumer Services,United States
56744,NASDAQ_APDN_2022.pdf,NASDAQ,APDN,2022,Applied DNA Sciences Inc. Common Stock,18201013.0,Consumer Discretionary,Other Consumer Services,United States
56828,NASDAQ_APEI_2017.pdf,NASDAQ,APEI,2017,American Public Education Inc. Common Stock,83454799.0,Consumer Discretionary,Educational Services,United States
56972,NASDAQ_APEI_2018.pdf,NASDAQ,APEI,2018,American Public Education Inc. Common Stock,83454799.0,Consumer Discretionary,Educational Services,United States
57091,NASDAQ_APEI_2019.pdf,NASDAQ,APEI,2019,American Public Education Inc. Common Stock,83454799.0,Consumer Discretionary,Educational Services,United States
57216,NASDAQ_APEI_2020.pdf,NASDAQ,APEI,2020,American Public Education Inc. Common Stock,83454799.0,Consumer Discretionary,Educational Services,United States
57353,NASDAQ_APEI_2021.pdf,NASDAQ,APEI,2021,American Public Education Inc. Common Stock,83454799.0,Consumer Discretionary,Educational Services,United States
57506,NASDAQ_APEN_2017.pdf,NASDAQ,APEN,2017,,579718976.0,NoInfo,NoInfo,United States
57576,NASDAQ_APEN_2018.pdf,NASDAQ,APEN,2018,,579718976.0,NoInfo,NoInfo,United States
57711,NASDAQ_APEN_2019.pdf,NASDAQ,APEN,2019,,579718976.0,NoInfo,NoInfo,United States
57786,NASDAQ_APEN_2020.pdf,NASDAQ,APEN,2020,,579718976.0,NoInfo,NoInfo,United States
57876,NASDAQ_APEN_2021.pdf,NASDAQ,APEN,2021,,579718976.0,NoInfo,NoInfo,United States
58013,NASDAQ_APLS_2019.pdf,NASDAQ,APLS,2019,Apellis Pharmaceuticals Inc. Common Stock,3987487954.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
58147,NASDAQ_APLS_2020.pdf,NASDAQ,APLS,2020,Apellis Pharmaceuticals Inc. Common Stock,3987487954.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
58426,NASDAQ_APLS_2021.pdf,NASDAQ,APLS,2021,Apellis Pharmaceuticals Inc. Common Stock,3987487954.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
58591,NASDAQ_APLS_2022.pdf,NASDAQ,APLS,2022,Apellis Pharmaceuticals Inc. Common Stock,3987487954.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
58753,NASDAQ_APLT_2019.pdf,NASDAQ,APLT,2019,Applied Therapeutics Inc. Common Stock,79253530.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
58892,NASDAQ_APLT_2020.pdf,NASDAQ,APLT,2020,Applied Therapeutics Inc. Common Stock,79253530.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
58995,NASDAQ_APLT_2021.pdf,NASDAQ,APLT,2021,Applied Therapeutics Inc. Common Stock,79253530.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
59096,NASDAQ_APLT_2022.pdf,NASDAQ,APLT,2022,Applied Therapeutics Inc. Common Stock,79253530.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
59279,NASDAQ_APM_2018.pdf,NASDAQ,APM,2018,Aptorum Group Limited Class A Ordinary Shares,8509615.0,Health Care,Biotechnology: Pharmaceutical Preparations,Hong Kong
59415,NASDAQ_APM_2019.pdf,NASDAQ,APM,2019,Aptorum Group Limited Class A Ordinary Shares,8509615.0,Health Care,Biotechnology: Pharmaceutical Preparations,Hong Kong
59575,NASDAQ_APM_2020.pdf,NASDAQ,APM,2020,Aptorum Group Limited Class A Ordinary Shares,8509615.0,Health Care,Biotechnology: Pharmaceutical Preparations,Hong Kong
59745,NASDAQ_APM_2021.pdf,NASDAQ,APM,2021,Aptorum Group Limited Class A Ordinary Shares,8509615.0,Health Care,Biotechnology: Pharmaceutical Preparations,Hong Kong
59931,NASDAQ_APM_2022.pdf,NASDAQ,APM,2022,Aptorum Group Limited Class A Ordinary Shares,8509615.0,Health Care,Biotechnology: Pharmaceutical Preparations,Hong Kong
60132,NASDAQ_APOG_2019.pdf,NASDAQ,APOG,2019,Apogee Enterprises Inc. Common Stock,1034921241.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
60202,NASDAQ_APOG_2020.pdf,NASDAQ,APOG,2020,Apogee Enterprises Inc. Common Stock,1034921241.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
60244,NASDAQ_APOG_2021.pdf,NASDAQ,APOG,2021,Apogee Enterprises Inc. Common Stock,1034921241.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
60289,NASDAQ_APOG_2022.pdf,NASDAQ,APOG,2022,Apogee Enterprises Inc. Common Stock,1034921241.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
60338,NASDAQ_APPF_2017.pdf,NASDAQ,APPF,2017,AppFolio Inc. Class A Common Stock,6653948921.0,Technology,EDP Services,United States
60411,NASDAQ_APPF_2018.pdf,NASDAQ,APPF,2018,AppFolio Inc. Class A Common Stock,6653948921.0,Technology,EDP Services,United States
60521,NASDAQ_APPF_2019.pdf,NASDAQ,APPF,2019,AppFolio Inc. Class A Common Stock,6653948921.0,Technology,EDP Services,United States
60611,NASDAQ_APPF_2020.pdf,NASDAQ,APPF,2020,AppFolio Inc. Class A Common Stock,6653948921.0,Technology,EDP Services,United States
60690,NASDAQ_APPF_2021.pdf,NASDAQ,APPF,2021,AppFolio Inc. Class A Common Stock,6653948921.0,Technology,EDP Services,United States
60793,NASDAQ_APPN_2019.pdf,NASDAQ,APPN,2019,Appian Corporation Class A Common Stock,3527689685.0,Technology,Computer Software: Prepackaged Software,United States
60803,NASDAQ_APPN_2020.pdf,NASDAQ,APPN,2020,Appian Corporation Class A Common Stock,3527689685.0,Technology,Computer Software: Prepackaged Software,United States
60879,NASDAQ_APPN_2021.pdf,NASDAQ,APPN,2021,Appian Corporation Class A Common Stock,3527689685.0,Technology,Computer Software: Prepackaged Software,United States
60960,NASDAQ_APPN_2022.pdf,NASDAQ,APPN,2022,Appian Corporation Class A Common Stock,3527689685.0,Technology,Computer Software: Prepackaged Software,United States
61032,NASDAQ_APRE_2019.pdf,NASDAQ,APRE,2019,Aprea Therapeutics Inc. Common stock,12761973.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
61162,NASDAQ_APRE_2020.pdf,NASDAQ,APRE,2020,Aprea Therapeutics Inc. Common stock,12761973.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
61298,NASDAQ_APRE_2021.pdf,NASDAQ,APRE,2021,Aprea Therapeutics Inc. Common stock,12761973.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
61426,NASDAQ_APRI_2014.pdf,NASDAQ,APRI,2014,,,NoInfo,NoInfo,NoInfo
61531,NASDAQ_APRI_2015.pdf,NASDAQ,APRI,2015,,,NoInfo,NoInfo,NoInfo
61603,NASDAQ_APRI_2016.pdf,NASDAQ,APRI,2016,,,NoInfo,NoInfo,NoInfo
61716,NASDAQ_APRI_2017.pdf,NASDAQ,APRI,2017,,,NoInfo,NoInfo,NoInfo
61800,NASDAQ_APRI_2018.pdf,NASDAQ,APRI,2018,,,NoInfo,NoInfo,NoInfo
61902,NASDAQ_APTX_2018.pdf,NASDAQ,APTX,2018,Aptinyx,4994032.0,NoInfo,NoInfo,United States
62001,NASDAQ_APTX_2019.pdf,NASDAQ,APTX,2019,Aptinyx,4994032.0,NoInfo,NoInfo,United States
62104,NASDAQ_APTX_2020.pdf,NASDAQ,APTX,2020,Aptinyx,4994032.0,NoInfo,NoInfo,United States
62211,NASDAQ_APTX_2021.pdf,NASDAQ,APTX,2021,Aptinyx,4994032.0,NoInfo,NoInfo,United States
62339,NASDAQ_APVO_2019.pdf,NASDAQ,APVO,2019,Aptevo Therapeutics Inc. Common Stock,7654627.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
62404,NASDAQ_APVO_2020.pdf,NASDAQ,APVO,2020,Aptevo Therapeutics Inc. Common Stock,7654627.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
62489,NASDAQ_APVO_2021.pdf,NASDAQ,APVO,2021,Aptevo Therapeutics Inc. Common Stock,7654627.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
62583,NASDAQ_APVO_2022.pdf,NASDAQ,APVO,2022,Aptevo Therapeutics Inc. Common Stock,7654627.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
62672,NASDAQ_APWC_2017.pdf,NASDAQ,APWC,2017,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),40415200.0,Industrials,Telecommunications Equipment,Taiwan
62772,NASDAQ_APYX_2020.pdf,NASDAQ,APYX,2020,Apyx Medical Corporation Common Stock,202743237.0,Health Care,Medical/Dental Instruments,United States
62822,NASDAQ_AQB_2017.pdf,NASDAQ,AQB,2017,AquaBounty Technologies Inc. Common Stock,27418133.0,NoInfo,NoInfo,United States
62871,NASDAQ_AQB_2018.pdf,NASDAQ,AQB,2018,AquaBounty Technologies Inc. Common Stock,27418133.0,NoInfo,NoInfo,United States
62920,NASDAQ_AQB_2019.pdf,NASDAQ,AQB,2019,AquaBounty Technologies Inc. Common Stock,27418133.0,NoInfo,NoInfo,United States
62967,NASDAQ_AQB_2020.pdf,NASDAQ,AQB,2020,AquaBounty Technologies Inc. Common Stock,27418133.0,NoInfo,NoInfo,United States
63016,NASDAQ_AQB_2021.pdf,NASDAQ,AQB,2021,AquaBounty Technologies Inc. Common Stock,27418133.0,NoInfo,NoInfo,United States
63067,NASDAQ_AQMS_2017.pdf,NASDAQ,AQMS,2017,Aqua Metals Inc. Common Stock,115561574.0,Industrials,Metal Fabrications,United States
63122,NASDAQ_AQMS_2018.pdf,NASDAQ,AQMS,2018,Aqua Metals Inc. Common Stock,115561574.0,Industrials,Metal Fabrications,United States
63207,NASDAQ_AQMS_2019.pdf,NASDAQ,AQMS,2019,Aqua Metals Inc. Common Stock,115561574.0,Industrials,Metal Fabrications,United States
63264,NASDAQ_AQMS_2020.pdf,NASDAQ,AQMS,2020,Aqua Metals Inc. Common Stock,115561574.0,Industrials,Metal Fabrications,United States
63316,NASDAQ_AQMS_2021.pdf,NASDAQ,AQMS,2021,Aqua Metals Inc. Common Stock,115561574.0,Industrials,Metal Fabrications,United States
63363,NASDAQ_AQST_2018.pdf,NASDAQ,AQST,2018,Aquestive Therapeutics Inc. Common Stock,89475778.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
63478,NASDAQ_AQST_2019.pdf,NASDAQ,AQST,2019,Aquestive Therapeutics Inc. Common Stock,89475778.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
63624,NASDAQ_AQST_2020.pdf,NASDAQ,AQST,2020,Aquestive Therapeutics Inc. Common Stock,89475778.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
63848,NASDAQ_AQST_2021.pdf,NASDAQ,AQST,2021,Aquestive Therapeutics Inc. Common Stock,89475778.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
63959,NASDAQ_ARAV_2018.pdf,NASDAQ,ARAV,2018,Aravive Inc. Common Stock,105326936.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
64055,NASDAQ_ARAV_2019.pdf,NASDAQ,ARAV,2019,Aravive Inc. Common Stock,105326936.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
64197,NASDAQ_ARAV_2020.pdf,NASDAQ,ARAV,2020,Aravive Inc. Common Stock,105326936.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
64323,NASDAQ_ARAV_2021.pdf,NASDAQ,ARAV,2021,Aravive Inc. Common Stock,105326936.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
64443,NASDAQ_ARAY_2019.pdf,NASDAQ,ARAY,2019,Accuray Incorporated Common Stock,373431915.0,Health Care,Medical/Dental Instruments,United States
64538,NASDAQ_ARAY_2020.pdf,NASDAQ,ARAY,2020,Accuray Incorporated Common Stock,373431915.0,Health Care,Medical/Dental Instruments,United States
64645,NASDAQ_ARAY_2021.pdf,NASDAQ,ARAY,2021,Accuray Incorporated Common Stock,373431915.0,Health Care,Medical/Dental Instruments,United States
64762,NASDAQ_ARAY_2022.pdf,NASDAQ,ARAY,2022,Accuray Incorporated Common Stock,373431915.0,Health Care,Medical/Dental Instruments,United States
64960,NASDAQ_ARCB_2020.pdf,NASDAQ,ARCB,2020,ArcBest Corporation Common Stock,2678685126.0,Industrials,Trucking Freight/Courier Services,United States
65060,NASDAQ_ARCB_2021.pdf,NASDAQ,ARCB,2021,ArcBest Corporation Common Stock,2678685126.0,Industrials,Trucking Freight/Courier Services,United States
65159,NASDAQ_ARCB_2022.pdf,NASDAQ,ARCB,2022,ArcBest Corporation Common Stock,2678685126.0,Industrials,Trucking Freight/Courier Services,United States
65256,NASDAQ_ARCC_2017.pdf,NASDAQ,ARCC,2017,Ares Capital Corporation Common Stock,10602993628.0,Finance,Finance/Investors Services,United States
65424,NASDAQ_ARCC_2018.pdf,NASDAQ,ARCC,2018,Ares Capital Corporation Common Stock,10602993628.0,Finance,Finance/Investors Services,United States
65614,NASDAQ_ARCC_2019.pdf,NASDAQ,ARCC,2019,Ares Capital Corporation Common Stock,10602993628.0,Finance,Finance/Investors Services,United States
65804,NASDAQ_ARCC_2020.pdf,NASDAQ,ARCC,2020,Ares Capital Corporation Common Stock,10602993628.0,Finance,Finance/Investors Services,United States
66116,NASDAQ_ARCC_2021.pdf,NASDAQ,ARCC,2021,Ares Capital Corporation Common Stock,10602993628.0,Finance,Finance/Investors Services,United States
66463,NASDAQ_ARCE_2018.pdf,NASDAQ,ARCE,2018,Arco Platform Limited Class A Common Shares,490101600.0,Consumer Discretionary,Educational Services,Brazil
66586,NASDAQ_ARCE_2019.pdf,NASDAQ,ARCE,2019,Arco Platform Limited Class A Common Shares,490101600.0,Consumer Discretionary,Educational Services,Brazil
66737,NASDAQ_ARCE_2020.pdf,NASDAQ,ARCE,2020,Arco Platform Limited Class A Common Shares,490101600.0,Consumer Discretionary,Educational Services,Brazil
66888,NASDAQ_ARCE_2021.pdf,NASDAQ,ARCE,2021,Arco Platform Limited Class A Common Shares,490101600.0,Consumer Discretionary,Educational Services,Brazil
67044,NASDAQ_ARCE_2022.pdf,NASDAQ,ARCE,2022,Arco Platform Limited Class A Common Shares,490101600.0,Consumer Discretionary,Educational Services,Brazil
67198,NASDAQ_ARCT_2019.pdf,NASDAQ,ARCT,2019,Arcturus Therapeutics Holdings Inc. Common Stock,908452924.0,Health Care,Biotechnology: Pharmaceutical Preparations,Israel
67302,NASDAQ_ARCT_2020.pdf,NASDAQ,ARCT,2020,Arcturus Therapeutics Holdings Inc. Common Stock,908452924.0,Health Care,Biotechnology: Pharmaceutical Preparations,Israel
67399,NASDAQ_ARCT_2021.pdf,NASDAQ,ARCT,2021,Arcturus Therapeutics Holdings Inc. Common Stock,908452924.0,Health Care,Biotechnology: Pharmaceutical Preparations,Israel
67488,NASDAQ_ARCT_2022.pdf,NASDAQ,ARCT,2022,Arcturus Therapeutics Holdings Inc. Common Stock,908452924.0,Health Care,Biotechnology: Pharmaceutical Preparations,Israel
67582,NASDAQ_ARCW_2015.pdf,NASDAQ,ARCW,2015,,,NoInfo,NoInfo,NoInfo
67639,NASDAQ_ARCW_2016.pdf,NASDAQ,ARCW,2016,,,NoInfo,NoInfo,NoInfo
67692,NASDAQ_ARCW_2017.pdf,NASDAQ,ARCW,2017,,,NoInfo,NoInfo,NoInfo
67743,NASDAQ_ARDS_2018.pdf,NASDAQ,ARDS,2018,,,NoInfo,NoInfo,NoInfo
67851,NASDAQ_ARDS_2019.pdf,NASDAQ,ARDS,2019,,,NoInfo,NoInfo,NoInfo
67968,NASDAQ_ARDS_2020.pdf,NASDAQ,ARDS,2020,,,NoInfo,NoInfo,NoInfo
68083,NASDAQ_ARDX_2019.pdf,NASDAQ,ARDX,2019,Ardelyx Inc. Common Stock,733461507.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
68195,NASDAQ_ARDX_2020.pdf,NASDAQ,ARDX,2020,Ardelyx Inc. Common Stock,733461507.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
68344,NASDAQ_ARDX_2021.pdf,NASDAQ,ARDX,2021,Ardelyx Inc. Common Stock,733461507.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
68456,NASDAQ_ARDX_2022.pdf,NASDAQ,ARDX,2022,Ardelyx Inc. Common Stock,733461507.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
68571,NASDAQ_AREC_2017.pdf,NASDAQ,AREC,2017,American Resources Corporation Class A Common Stock,148605563.0,Energy,Coal Mining,United States
68610,NASDAQ_AREC_2018.pdf,NASDAQ,AREC,2018,American Resources Corporation Class A Common Stock,148605563.0,Energy,Coal Mining,United States
68674,NASDAQ_AREC_2019.pdf,NASDAQ,AREC,2019,American Resources Corporation Class A Common Stock,148605563.0,Energy,Coal Mining,United States
68741,NASDAQ_AREC_2020.pdf,NASDAQ,AREC,2020,American Resources Corporation Class A Common Stock,148605563.0,Energy,Coal Mining,United States
68816,NASDAQ_AREC_2021.pdf,NASDAQ,AREC,2021,American Resources Corporation Class A Common Stock,148605563.0,Energy,Coal Mining,United States
68879,NASDAQ_AREX_2015.pdf,NASDAQ,AREX,2015,,,NoInfo,NoInfo,NoInfo
68974,NASDAQ_AREX_2016.pdf,NASDAQ,AREX,2016,,,NoInfo,NoInfo,NoInfo
69052,NASDAQ_AREX_2017.pdf,NASDAQ,AREX,2017,,,NoInfo,NoInfo,NoInfo
69133,NASDAQ_AREX_2018.pdf,NASDAQ,AREX,2018,,,NoInfo,NoInfo,NoInfo
69220,NASDAQ_ARGO_2021.pdf,NASDAQ,ARGO,2021,Argo Group International Holdings Ltd.,1045236351.0,Finance,Specialty Insurers,Bermuda
69293,NASDAQ_ARGX_2018.pdf,NASDAQ,ARGX,2018,argenx SE American Depositary Shares,29634013167.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Netherlands
69543,NASDAQ_ARGX_2019.pdf,NASDAQ,ARGX,2019,argenx SE American Depositary Shares,29634013167.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Netherlands
69722,NASDAQ_ARGX_2020.pdf,NASDAQ,ARGX,2020,argenx SE American Depositary Shares,29634013167.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Netherlands
69910,NASDAQ_ARGX_2021.pdf,NASDAQ,ARGX,2021,argenx SE American Depositary Shares,29634013167.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Netherlands
70103,NASDAQ_ARGX_2022.pdf,NASDAQ,ARGX,2022,argenx SE American Depositary Shares,29634013167.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Netherlands
70304,NASDAQ_ARKR_2019.pdf,NASDAQ,ARKR,2019,Ark Restaurants Corp. Common Stock,66100239.0,Consumer Discretionary,Restaurants,United States
70332,NASDAQ_ARKR_2020.pdf,NASDAQ,ARKR,2020,Ark Restaurants Corp. Common Stock,66100239.0,Consumer Discretionary,Restaurants,United States
70368,NASDAQ_ARKR_2021.pdf,NASDAQ,ARKR,2021,Ark Restaurants Corp. Common Stock,66100239.0,Consumer Discretionary,Restaurants,United States
70399,NASDAQ_ARKR_2022.pdf,NASDAQ,ARKR,2022,Ark Restaurants Corp. Common Stock,66100239.0,Consumer Discretionary,Restaurants,United States
70429,NASDAQ_ARLP_2019.pdf,NASDAQ,ARLP,2019,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,2417981113.0,Energy,Coal Mining,United States
70563,NASDAQ_ARLP_2020.pdf,NASDAQ,ARLP,2020,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,2417981113.0,Energy,Coal Mining,United States
70703,NASDAQ_ARLP_2021.pdf,NASDAQ,ARLP,2021,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,2417981113.0,Energy,Coal Mining,United States
70844,NASDAQ_ARLP_2022.pdf,NASDAQ,ARLP,2022,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,2417981113.0,Energy,Coal Mining,United States
70984,NASDAQ_ARNA_2017.pdf,NASDAQ,ARNA,2017,Arena Pharmaceuticals,5663897088.0,NoInfo,NoInfo,United States
71085,NASDAQ_ARNA_2018.pdf,NASDAQ,ARNA,2018,Arena Pharmaceuticals,5663897088.0,NoInfo,NoInfo,United States
71209,NASDAQ_ARNA_2019.pdf,NASDAQ,ARNA,2019,Arena Pharmaceuticals,5663897088.0,NoInfo,NoInfo,United States
71297,NASDAQ_ARNA_2020.pdf,NASDAQ,ARNA,2020,Arena Pharmaceuticals,5663897088.0,NoInfo,NoInfo,United States
71461,NASDAQ_AROW_2018.pdf,NASDAQ,AROW,2018,Arrow Financial Corporation Common Stock,360029012.0,Finance,Major Banks,United States
71463,NASDAQ_AROW_2019.pdf,NASDAQ,AROW,2019,Arrow Financial Corporation Common Stock,360029012.0,Finance,Major Banks,United States
71465,NASDAQ_AROW_2020.pdf,NASDAQ,AROW,2020,Arrow Financial Corporation Common Stock,360029012.0,Finance,Major Banks,United States
71467,NASDAQ_AROW_2021.pdf,NASDAQ,AROW,2021,Arrow Financial Corporation Common Stock,360029012.0,Finance,Major Banks,United States
71472,NASDAQ_AROW_2022.pdf,NASDAQ,AROW,2022,Arrow Financial Corporation Common Stock,360029012.0,Finance,Major Banks,United States
71476,NASDAQ_ARPO_2017.pdf,NASDAQ,ARPO,2017,Aerpio Pharmaceuticals,104853104.0,NoInfo,NoInfo,United States
